repo_id,repo_owner,repo_name,repo_scraped
114663094,baltimore-sun-data,violent-crime-2017,Yes
180833151,washingtonpost,arc-custom-embed,Yes
265284971,guardian,react-native-apple-authentication,Yes
66587518,sfchronicle,najee,Yes
74478485,guardian,interactive-autumn-statement-maps,Yes
128963297,DallasMorningNews,interactive_every-shot-dirk-ever-took,Yes
4286166,guardian,sbt-play-assethash,Yes
46341415,gawkermedia,grunt-simple-watch,Yes
351030182,bbc,mpd-tools,Yes
121556828,striblab,20180218-dui,Yes
224494120,seattletimes,dave-matthews,Yes
214506285,bloomberg,xcdiff,Yes
281309926,reuters-graphics,chart-module-globetrotter,Yes
218879203,cbsinteractive,go-dash,Yes
114691122,bloomberg,chef,Yes
139059100,BuzzFeedNews,2018-06-nyc-311-complaints-and-gentrification,Yes
30036244,seattletimes,sb-matchups,Yes
94263879,sfchronicle,warriors-commemorative-galleries,Yes
158708365,guardian,scala-to-cfn,Yes
72486910,seattletimes,savage-image,Yes
80667474,sfchronicle,coach-vanderveer-animation,Yes
228466904,striblab,20191216-election-equalizer,Yes
58973581,seattletimes,mariners-season-tracker,Yes
72147489,MiamiHerald,data-viz_miami-dade-foodapps-search,Yes
224905,br,attachment_fu,Yes
8883126,nprapps,disability,Yes
209695670,guardian,climate-emergency-by-postcode,Yes
238542187,reuters-graphics,trElex,Yes
62175944,seattletimes,seismic-school-table,Yes
159709313,guardian,interactive-london-murders,Yes
65836676,guardian,funnel,Yes
98456389,sfchronicle,pullquote,Yes
148836441,voxmedia,query-playback,Yes
117788025,guardian,powershop-ceres-comic-strip,Yes
1317146,theatlantic,django-south,Yes
247920774,seattletimes,life-care-timeline,Yes
191607405,bbc,nmos-testing,Yes
96144975,BostonGlobe,alcohol-graphic,Yes
297728835,cbsinteractive,openinsights,Yes
187865434,guardian,interactive-fossil-fuel-donations,Yes
2055733,newsapps,englewood,Yes
188290664,seattletimes,mental-health-prologue,Yes
20022726,guardian,upstarter,Yes
476508377,associatedpress,metatagger-webpack-plugin,Yes
243044281,slategroup,gerrymander-jigsaw-3,Yes
66406235,buzzfeed,SwiftyJSON,Yes
314413212,seattletimes,fyi-guy-covid-hra-november,Yes
504821559,guardian,202206-Griffith-image-grid,Yes
32338520,gawkermedia,amqp-client,Yes
130571598,bbc,catbox-disk,Yes
238549563,cbsinteractive,m3u8,Yes
20251285,guardian,sudoku.js,Yes
450619709,VICEMedia,infosec_vulnerable-laravel-app,Yes
97959566,DallasMorningNews,interactive_skyline-map,Yes
279864065,bbc,vc2_pseudocode_parser,Yes
419909441,guardian,oz-register-of-interests-scraper,Yes
169804742,bustle,fastText-layer,Yes
38722023,bustle,broccoli-test-builder,Yes
41634497,DallasMorningNews,cowboys-fantasy-draft,Yes
143430453,guardian,briefing-boxes,Yes
330578488,reuters-graphics,chart-module-vaccination-countries,Yes
130245514,striblab,2018-business-strib-50,Yes
99334276,guardian,bootscript-new-arrivals,Yes
21386534,bbc,homepage-migration-capybara-mechanize,Yes
259583491,guardian,price-migration-engine,Yes
126307370,bbc,jetpackmonkey,Yes
141712046,striblab,superior-landing-page,Yes
62402540,bbc,media-at-dev-page-prototype,Yes
18633140,gawkermedia,scrawl,Yes
6987237,bloomberg,chromium.bb,Yes
66483516,buzzfeed-openlab,remote-watering-can,Yes
200729060,sfchronicle,leaflet-side-by-side,Yes
246179917,guardian,pathogen-simulator,Yes
107299094,guardian,acquisitions-value-calculator-client,Yes
200668133,bbc,openstack-ansible-os_cinder,Yes
268392373,seattletimes,cv-county-phase-tracker,Yes
167458968,br,mparticle-apple-integration-branchmetrics,Yes
449385179,phillymedia,dbt-cloud-plugin,Yes
16804000,bbc,alephant-logger,Yes
93501827,bbc,aws-es-credentials,Yes
83301323,guardian,interactive-nireland-2017,Yes
77090959,seattletimes,voy-2016,Yes
311148313,striblab,20201106-turnout,Yes
66862606,DallasMorningNews,django-dynamic-formsets,Yes
273236350,cnbc,OpenMAMA,Yes
61281605,guardian,assetsweeper,Yes
58147613,guardian,s3-content-type,Yes
9915035,nprapps,arrested-development,Yes
165229642,bbc,influxdb-python,Yes
62252218,bloomberg,Windshaft-cartodb,Yes
488841663,guardian,2019-oz-swing-o-meter,Yes
55254092,seattletimes,felix-pitching-2016,Yes
172765985,striblab,20190301-snow,Yes
45620720,bbc,stt-align,Yes
113186467,BuzzFeedNews,2017-12-eeoc-harassment-charges,Yes
92236650,BuzzFeedNews,2017-05-us-health-care,Yes
5005341,washingtonpost,django-autocomplete,Yes
61662701,nytimes,mock-ec2-metadata,Yes
67513078,guardian,interactive-popup,Yes
51181291,buzzfeed-openlab,shit-vcs-say,Yes
99821776,axiosvisuals,2017-08-09-proj-worlds-richest,Yes
291670614,guardian,interactive-atom-docs-newsletter-and-events,Yes
25199188,bbc,newslabs-juicer-client,Yes
46273659,guardian,interactive-global-climate-march,Yes
88277706,phillymedia,wordsworth,Yes
142938614,fivethirtyeight,russian-troll-tweets,Yes
44354379,buzzfeed-openlab,buzzbrowse-study,Yes
247757045,nprapps,liveblog-headlines,Yes
37585059,guardian,interactive-new-greekdebt,Yes
409129821,bbc,sounds-mobile-devices,Yes
37092993,ajcnews,tablemaker,Yes
233888552,nytimes,rd-blender-docker,Yes
142445449,bbc,lrud,Yes
140961565,bbc,mozart-fetcher,Yes
44804970,guardian,graphQL-capi-polyfill,Yes
19031852,guardian,mandrews-experiments,Yes
201566067,seattletimes,mental-health-part1,Yes
312406562,VICEMedia,snipe-it,Yes
246243273,bbc,ce-p-tech-test,Yes
43452190,newyorker,engineering,Yes
149172414,striblab,20180927-absentee,Yes
79957628,nprapps,bernard,Yes
185679278,voxmedia,fse-senior-public,Yes
113897606,slategroup,claycli,Yes
120947472,denverpost,frontpages,Yes
46426135,guardian,identity-world-dash,Yes
53056103,gawkermedia,jenkins-datadog-plugin,Yes
56171318,denverpost,earning-clock,Yes
285039737,guardian,create-src-component,Yes
226988038,seattletimes,top-local-albums-2019,Yes
234438470,axioscode,draft-js,Yes
14902992,guardian,s3-spreadsheets,Yes
55605269,guardian,apps-dashboard,Yes
49586068,bustle,mobiledoc-amp-renderer,Yes
194054337,bbc,elixir-fp-exercises,Yes
160723870,SunSentinel,sunsentinel-altair-theme,Yes
48217692,refinery29,vagrant-personalfolders,Yes
38456829,uproxx,parsely-ios,Yes
350422370,bloomberg,jitsi-meet,Yes
92080774,datadesk,congress-headshots,Yes
106434546,BloombergGraphics,2017-fema-map-data,Yes
281023506,guardian,nsw-corona-trend-map,Yes
32942523,guardian,interactive-debate-factcheck,Yes
17172484,gawkermedia,foundation,Yes
69873485,datahub,pension-shortfall-map,Yes
156624021,striblab,20181107-sheriff-map,Yes
22643910,bbc,newsspec_7668,Yes
152286854,striblab,2018-midterm-results,Yes
13644375,bbc,newsHACK,Yes
52006560,bbc,generate_release_notes,Yes
70015098,seattletimes,bhutanese-refugees,Yes
1581439,bbc,solr-ruby,Yes
167022609,bloomberg,tuist,Yes
343759026,guardian,nx-spike,Yes
76454855,bbc,geo-search,Yes
260413455,bbc,rms-coin,Yes
131866442,dailybeast,react-tap-event-plugin,Yes
94014575,axiosvisuals,health-care--states-scatterplot,Yes
89259808,nprapps,ethics-monitor-share-pages,Yes
237465239,striblab,20200303-primary-precinct-map,Yes
26874411,seattletimes,seahawks-fan-map-public,Yes
114036944,bloomberg-cookbooks,poise-service-solaris,Yes
119550905,guardian,moon,Yes
38699353,bbc,newsspec_11531,Yes
320508607,guardian,australian-voxbox-template,Yes
59693055,USATODAY,spelling-bee-2016,Yes
391874251,guardian,payment-failure-comms,Yes
97651490,associatedpress,Fech,Yes
37270204,guardian,identity-play-auth,Yes
99499147,theatlantic,go-pilosa,Yes
100642823,nydailynews,where-in-the-world,Yes
148836926,bloomberg,cython,Yes
89024879,nprapps,school-choice,Yes
117671071,bbc,childrens-games-genie,Yes
130121661,denverpost,link-tracker,Yes
44322549,guardian,interactive-mekong,Yes
179307765,fivethirtyeight,checking-our-work-data,Yes
47336094,bbc,news-vj-number-formatter,Yes
61142961,sfchronicle,lms-film,Yes
100748980,sfchronicle,sfocity,Yes
105786480,MinneapolisStarTribune,nginx-php-fpm,Yes
40013942,guardian,hubot-riffraff,Yes
179297409,guardian,interactive-atom-swimming,Yes
42238359,bbc,qm-dsp-spec,Yes
247079225,guardian,tmp_git_workshop_repository,Yes
375171655,njam-data,slack-data-pipeline-monitor,Yes
313049063,reuters-graphics,awesome-charts,Yes
98434659,guardian,main-media-preppers,Yes
137529810,voxmedia,github-scm-trait-notification-context-plugin,Yes
171948605,guardian,interactive-2020-stances,Yes
188065178,striblab,20190830-stp_crime,Yes
65990867,bbc,newsspec_14661,Yes
375789497,nytimes,three-story-controls,Yes
118527665,striblab,20180122-vikes_viewers,Yes
53877546,cnnlabs,interview-backend-node,Yes
249490884,The-Politico,interactive_coronavirus-rate-of-change,Yes
32458390,bbc,res,Yes
18301375,MinneapolisStarTribune,DatabaseSchema,Yes
27401421,BostonGlobe,poweroutages,Yes
491820951,guardian,teamcity-nvm-debug,Yes
159530911,striblab,dispatch-response-times,Yes
161313708,guardian,zuora-price-riser,Yes
153935393,datadesk,notebooks,Yes
80844501,datahub,wisconsin-state-legislature-info,Yes
78441092,bbc,alexa-skills-kit-sdk-for-nodejs,Yes
82712575,sfchronicle,oroville-water,Yes
38763885,guardian,interactive-manchester-festival,Yes
123641541,BuzzFeedNews,2018-03-oscars-script-diversity-analysis,Yes
159727352,cbsinteractive,slack-cli,Yes
295295407,wpinvestigative,covid19_bars_restaurants,Yes
110263113,VICEMedia,mobile-challenge,Yes
45250498,guardian,repo-genesis,Yes
139015928,washingtonpost,ad-schema,Yes
39386645,guardian,interactive-visual-story-template,Yes
149287318,guardian,facia-purge-go,Yes
349247490,reuters-graphics,chart-module-vaccine-pace-chart,Yes
28603658,refinery29,jira-cmd-r29,Yes
46504682,BuzzFeedNews,2015-11-refugees-in-the-united-states,Yes
61335547,nprapps,armslist-analysis,Yes
403758873,washingtonpost,FastFEC,Yes
3758200,datadesk,pyplacefinder,Yes
65820550,guardian,docs-interactive-template,Yes
31364648,bbc,newslabs-mp-linked-data,Yes
21431628,guardian,scala-automation-tstash,Yes
82346624,phillymedia,tracks-longform,Yes
89495989,striblab,20161102-mncd,Yes
63702791,bloomberg,Test-HTTP-MockServer,Yes
2849846,bbc,rdfsim,Yes
509580004,sfchronicle,progressive-voter-index,Yes
2155816,bbc,spassky,Yes
114828150,seattletimes,uw-wsu-recruit-tracker-2018,Yes
411533119,guardian,oz-vic-covid-hospitalisations,Yes
46527564,bloomberg,presto-accumulo,Yes
60269321,guardian,switchboard-api-lambda,Yes
236853692,striblab,2020-delegate-processor,Yes
114565485,phillymedia,speedy-tree,Yes
52371782,bbc,get-favicons,Yes
279809197,bbc,http-transport-emf-stats,Yes
201493338,njam-data,NJAM-you-draw-it,Yes
72552212,datahub,ftp-uploader,Yes
377959704,nytimes,rd-mobile-pg-demos,Yes
194207460,datadesk,noaa-wildfires,Yes
54424142,PostDispatchInteractive,stl-datasets,Yes
65700909,cnnlabs,cnn-cipher,Yes
233072156,bbc,test-python-lambda,Yes
16956628,bbc,alephant-preview,Yes
29865681,bbc,newsspec_10077,Yes
112975811,The-Politico,django-crosswalk-client,Yes
67562111,BuzzFeedNews,2016-07-rnc-dnc-surveillance-planes,Yes
140004026,Houston-Chronicle,2018-school-report-card-data,Yes
240527845,bbc,WeatherAppCollectionViews,Yes
92977531,DallasMorningNews,django-chartwerk,Yes
89702444,bbc,verify-it,Yes
315928314,guardian,the-survival-kit,Yes
39034639,bloomberg,redis-cookbook,Yes
9820031,nprapps,music-streams,Yes
185455623,striblab,2019-top-executives,Yes
44631174,guardian,story-package-manager,Yes
49572133,guardian,interactive-transfer-window-jan-2016,Yes
2161034,theatlantic,django-filebrowser,Yes
152410941,bbc,sounds-android-compound-recyclerview-sample,Yes
54583238,cnnlabs,cnn-caching,Yes
33721607,bbc,newsspec_8990,Yes
91538919,buzzfeed-openlab,sms-music-swap,Yes
4827017,seattletimes,wa-ec2,Yes
96095400,guardian,interactive-page-tidy-text,Yes
12464880,guardian,fence,Yes
140684050,guardian,s3-chunking-lambda,Yes
2880643,datadesk,django-softhyphen,Yes
65052812,slategroup,countries,Yes
76509897,seattletimes,poy-2016,Yes
30255463,bbc,newsspec_10130,Yes
67812331,theatlantic,ijavascript,Yes
30366871,guardian,scribe-plugin-word-count,Yes
146889631,bbc,rfc8450-vc2-dissector,Yes
57985953,refinery29,jquery_lazyload,Yes
94875337,guardian,repo-apocalypse,Yes
46887108,refinery29,react-native-remote-push,Yes
59656024,guardian,format-pem-keys,Yes
249531476,guardian,parcel-react-typescript,Yes
39398201,USATODAY,intheirwords-transgender,Yes
13495714,guardian,facewall,Yes
31008966,guardian,interactive-oscars-ratings,Yes
164118726,guardian,support-admin-console,Yes
76400083,sfchronicle,lms-update,Yes
45923146,BloombergMedia,ocstyle,Yes
88550350,TheOregonian,long-term-care-db,Yes
90845917,guardian,fulfilment-uploader-lambda,Yes
84459903,PopSugar,typescript-register,Yes
92461990,sfchronicle,pot-lookup,Yes
1364931,guardian,Option,Yes
426788973,wpinvestigative,fema_hazard_mitigation_2021,Yes
138788986,seattletimes,paddleboard-stepper,Yes
175805410,baltimore-sun-data,vacants-demolish-analysis,Yes
93560014,The-Politico,ai2html,Yes
92880918,wpinvestigative,kushner_eb5_census,Yes
335614936,guardian,grid-es-reindex,Yes
39969236,seattletimes,commute-costs,Yes
105903377,guardian,atom-event-forwarder,Yes
95587284,sfchronicle,divisionstreet-update,Yes
11227151,npr,sqstask,Yes
108200327,seattletimes,mayoral-candidates-contributions,Yes
35490531,guardian,secure-drop-landing-page,Yes
31072889,bbc,flume,Yes
115057405,datadesk,street-racing-analysis,Yes
59037809,bbc,pym.js,Yes
12629910,nprapps,Chartbuilder,Yes
171762199,striblab,beerbracket2019,Yes
80748937,nytimes,elemental-live-client,Yes
4484103,guardian,sbt-jasmine-plugin,Yes
33698317,seattletimes,pronunciation-quiz,Yes
67612505,BuzzFeedNews,2016-09-ucr-analysis,Yes
418985563,bbc,apprenticeship-covid-hack,Yes
80557048,axiosvisuals,feta,Yes
243228692,guardian,redact-pdf,Yes
81599119,phillymedia,table-generator,Yes
7115306,guardian,gu-word-count,Yes
89495745,striblab,20160901-voter_turnout,Yes
435866036,bbc,oss_example,Yes
455595123,guardian,source-dac,Yes
33753323,datadesk,django-la-city-campaign-finance,Yes
59331907,sfchronicle,homeless,Yes
281998984,bloomberg,selekt,Yes
245164923,fivethirtyeight,nba-player-advanced-metrics,Yes
67360237,cnnlabs,passive-events,Yes
86723840,bbc,MinkBundle,Yes
20105133,guardian,developers-site,Yes
3652962,bloomberg,blpapi-node,Yes
6694157,nprapps,bestpractices,Yes
51832746,guardian,course-outline,Yes
75754470,guardian,paypal-nvp-play,Yes
151619372,The-Politico,presidential-county-data,Yes
9917279,BostonGlobe,logos,Yes
160571747,bloomberg,cla-assistant,Yes
27889065,nprapps,wh-press-briefings,Yes
90780379,seattletimes,summer-guide-2017,Yes
32344672,refinery29,greenlight,Yes
232312115,guardian,interactive-bushfires-animation,Yes
179463313,bbc,r2spin,Yes
90389010,guardian,truffleHog,Yes
173290527,bbc,grid,Yes
55613283,nprapps,sanctuary-cities,Yes
235874495,striblab,20200125-early_vote,Yes
142330916,bbc,rd-ansible-squid-install,Yes
373235314,slategroup,onix-parser,Yes
71223921,guardian,interactive-presidential-debate,Yes
86749644,guardian,toolargetool,Yes
99496871,theatlantic,python-pilosa,Yes
3741678,theatlantic,Rendition-Selector-Plugin,Yes
21421985,bbc,device_api,Yes
63102574,sfchronicle,airbnb2016,Yes
85865716,bloomberg,aws-js-s3-explorer,Yes
56844678,bbc,BreakpointTester,Yes
1506485,guardian,solr-field-update,Yes
90434362,datahub,mkdocs,Yes
57117113,bbc,zenoss-prodbin,Yes
45253736,bbc,rmp-monitoringhandler,Yes
102882408,nydailynews,indexes,Yes
59847052,bbc,newsspec_13790,Yes
158317049,seattletimes,apple-cup-predictions-2018,Yes
41364549,washingtonpost,wp-java-checkstyle,Yes
80985684,refinery29,kohana-core,Yes
52809755,bbc,vtxfoo,Yes
52396022,seattletimes,star-times-winter-2016,Yes
22639644,guardian,commercial-responsive-ads,Yes
128840557,ReutersTV,appboy-segment-ios,Yes
37942660,br,exometer_core,Yes
197672413,seattletimes,ceo-table-2019,Yes
346723820,guardian,about-us,Yes
282743198,reuters-graphics,chart-module-covid-wave,Yes
169786446,bustle,fastText,Yes
53977501,nbcnews,ndp-video-perf,Yes
263028287,bbc,cloud-sync,Yes
68847239,bleacherreport,ecto_logger_json,Yes
259421598,wpinvestigative,nursing_homes_covid19,Yes
251164594,cnnlabs,serverless-artillery,Yes
92066860,striblab,20170202-prep_football,Yes
35617313,nprapps,mapturner,Yes
375011329,bbc,machine_gun,Yes
86745534,nprapps,browser-console-test,Yes
17217558,guardian,scribe-plugin-sanitizer,Yes
157281931,nprapps,interactive-template,Yes
152808280,refinery29,jenkins-docker,Yes
33209174,voxmedia,autotune-wtfengine,Yes
26341807,voxmedia,newrelic-faraday,Yes
208898270,PopSugar,algolia-sitemap,Yes
28048641,guardian,interactive-stepper,Yes
262591735,datadesk,ipython,Yes
239859632,WSJ,measles-data,Yes
81390436,guardian,media-atom-statistics,Yes
32761619,seattletimes,mobile-homes-loan-graph,Yes
52621506,guardian,interactive-euro-lr,Yes
17982420,TimeMagazine,death-penalty-data,Yes
122265440,guardian,qantas-osaka-interactive,Yes
80819284,bbc,irfs-data-face-tests,Yes
235781454,guardian,live-app-versions,Yes
44341236,gawkermedia,analyse,Yes
40737713,datadesk,django-fec-raw-data,Yes
335015930,reuters-graphics,bluprint_Olympics,Yes
145626426,sfchronicle,cult-wine,Yes
51605794,bustle,radgraph,Yes
113355926,voxmedia,vox-hiring-exercise,Yes
116309323,DallasMorningNews,tx-valhalla-docker,Yes
87349996,sfchronicle,top100-2017-landing,Yes
76689612,buzzfeed-openlab,noisify,Yes
137497849,USATODAY,gitbooks-public,Yes
221084197,striblab,cookie-wars-pristine,Yes
247685287,guardian,source-shakedown,Yes
256185956,bbc,grafanalib,Yes
63158031,bbc,httpcore,Yes
83845852,slategroup,olk15RecentAddresses,Yes
32086404,denverpost,slideshow,Yes
179295181,guardian,interactive-atom-design-supp,Yes
44664279,bbc,catbox-redis,Yes
107525568,guardian,zuora-invoice-write-offs,Yes
54022362,guardian,video-dashboard,Yes
120520934,The-Politico,election-calendar,Yes
192501219,bbc,botium-connector-alexa-smapi,Yes
30713905,guardian,interactive-election-polls-2015,Yes
209313039,bbc,rd-apmm-python-lib-rtp,Yes
47656206,seattletimes,custom-paper-hawk,Yes
42329340,newsapps,tarbell-cookbook,Yes
186391006,bbc,eu-election-2019-assets,Yes
52426157,bbc,node-canvas-lambda-deps,Yes
39466771,seattletimes,council-election-contrib,Yes
156139190,politico,typesafe-vuex,Yes
55087484,seattletimes,brooks-scraper,Yes
135362634,seattletimes,neighborhood-population-growth,Yes
202608500,nprapps,book-concierge,Yes
4370229,theatlantic,python-hessian,Yes
115056858,seattletimes,geo-quiz-2017,Yes
185563820,guardian,australian-federal-election-2019-results,Yes
455952836,The-Politico,react-tween-titan,Yes
21697611,gawkermedia,cloudinary_scala,Yes
91807134,guardian,interactive-scatterplots,Yes
11488158,nprapps,rags,Yes
23447631,BuzzFeedNews,namestand,Yes
109297164,guardian,collection-layouts,Yes
54240076,slategroup,heroku-buildpack-toolbelt,Yes
246077062,bbc,summa-asr,Yes
63417435,gawkermedia,amd-inject-loader,Yes
33943002,nymag,gulp-folder-changed,Yes
46510594,nprapps,bestsongs15,Yes
17919100,nytimes,pocket,Yes
55723522,fivethirtyeight,victory,Yes
131658491,sfchronicle,old-elections-results-2018,Yes
204029410,bbc,sounds-analytics-search,Yes
149309855,guardian,interactive-hellfire,Yes
66678645,USATODAY,data,Yes
41103180,bbc,newslabs-saved-reading,Yes
201511401,njam-data,NJAM-legislature-vote-tracker,Yes
200222470,guardian,interactive-rwc-enhancer,Yes
179561631,striblab,20190421-weapons,Yes
172552482,bbc,ExMetrics,Yes
17827537,bbc,newsspec_6925,Yes
82598740,phillymedia,iceland,Yes
357041147,wpinvestigative,csis_domestic_terrorism,Yes
516476110,voxmedia,tap-sailthru,Yes
46869126,bbc,aws-apigateway-importer,Yes
235553242,guardian,interactive-coronavirus-tracker-map,Yes
39862649,seattletimes,park-bracket,Yes
133391067,seattletimes,wpdown,Yes
139139368,guardian,interactive-nba-free-agency-2018,Yes
69593540,buzzfeed,HidingNavigationBar,Yes
157575519,guardian,interactive-atom-picture-loop,Yes
29561225,denverpost,bill-tracker,Yes
66862546,dailybeast,mobiledoc-kit,Yes
35285335,bbc,rd-taster-pilot-documentation,Yes
25930011,bbc,Newsspec__8757,Yes
56345920,seattletimes,bus-sketcher,Yes
23883096,DallasMorningNews,ardbeg,Yes
63197286,seattletimes,st3-calculator,Yes
130897076,denverpost,nelex,Yes
46486503,guardian,android-supportlibrary-extensions,Yes
80777420,mashable,salt-bootstrap,Yes
127110288,bbc,create-react-context,Yes
101191339,bbc,http-transport-statsd,Yes
30255964,theatlantic,Pillow,Yes
83359184,nprapps,graphics-server,Yes
192774384,PopSugar,psflex-status-setter,Yes
519024220,247Sports,next.js,Yes
40617304,nprapps,fec-ie-2012,Yes
52905208,bustle,ember-cli-deploy-fastboot-lambda,Yes
34474202,bbc,newslabs-election-2015-issues,Yes
10205309,newsapps,panda,Yes
136393893,datadesk,california-2018-primary-election-results,Yes
29013408,gawkermedia,closure-templates,Yes
51156619,guardian,memsub-common-play-auth,Yes
142158863,guardian,kindle-publication-check,Yes
34401523,guardian,systemjs,Yes
172095552,guardian,google-pubsub-notification-spoofer,Yes
254854204,seattletimes,covid-state-of-state,Yes
126250037,sfchronicle,mayor-candidate-widget,Yes
148207844,seattletimes,fresh-hops-stepper,Yes
10625775,bbc,to-rdf,Yes
103410416,guardian,interactive-florida-power,Yes
108273794,baltimore-sun-data,dance-travel,Yes
191347690,guardian,ux-tabs-test,Yes
54744458,bustle,radrelay,Yes
217053997,guardian,atom-saving-the-whanganui,Yes
180749016,guardian,gender-analysis,Yes
97169364,buzzfeed,sops,Yes
179479861,guardian,guardian-go-android,Yes
21281326,voxmedia,yobot,Yes
92196225,SunSentinel,starterkit,Yes
23065909,guardian,education-centre-quiz,Yes
95483529,striblab,static-libs,Yes
97697540,guardian,production-metrics-lambdas,Yes
349974199,guardian,nsw-floods-radial-charts,Yes
118192831,seattletimes,million-homeCount,Yes
110014308,nydailynews,landing-page,Yes
55057848,guardian,amiuptodate,Yes
155414563,datadesk,la-county-election-precincts-2018,Yes
78005504,bbc,ioredis,Yes
144074224,seattletimes,chinatown-buildings,Yes
26278668,guardian,thrashers,Yes
228465642,BostonGlobe,gpt-mock,Yes
175303221,seattletimes,mariners-quiz-2019,Yes
50676658,guardian,auditing-store-events-lambda,Yes
133869642,striblab,strib-homepage-tracker,Yes
5458409,denverpost,heads,Yes
251422319,bbc,ColorGAN,Yes
51959767,sfchronicle,gender-pay-gap,Yes
89495785,striblab,20160916-mnsenate,Yes
229597841,guardian,dotcom-logic,Yes
138352396,wpinvestigative,immigrant_visas,Yes
87577760,nydailynews,vendor-nav,Yes
112635095,guardian,trump-russia-embeds,Yes
36035935,BostonGlobe,06-03-2015-nba,Yes
78435036,guardian,interactive-retirement-enhancements,Yes
261261995,br,HMSegmentedControl,Yes
157431780,striblab,20181231-dayton,Yes
366196654,MinneapolisStarTribune,escapeFromClick,Yes
35837761,USATODAY,emoji-sentence-generator,Yes
101209029,voxmedia,cssmin,Yes
365303777,businessinsider,amp-toolbox,Yes
58536970,guardian,interactive-air-pollution-search,Yes
74669265,guardian,scala-cloudwatch-metrics,Yes
252887133,seattletimes,coronavirus-messaging-reality-timeline,Yes
98442903,guardian,atom-renderer,Yes
63358929,nprapps,270-project,Yes
7136416,complexmag,require-jquery,Yes
76894761,datahub,xmas-art-contest,Yes
434247262,guardian,interactive-covid-uk-2021,Yes
351214141,cnnlabs,metaflow-tools,Yes
46747979,buzzfeed-openlab,edgar-monitor,Yes
74540056,ReutersTV,Bento4,Yes
49831954,BuzzFeedNews,2016-01-tennis-betting-analysis,Yes
485313143,BuzzFeedNews,2022-04-icf-analysis,Yes
287845966,reuters-graphics,d3-appendselect,Yes
54424082,PostDispatchInteractive,responsiveiframe,Yes
137905015,guardian,interactive-refugee-deaths-dots,Yes
67139507,br,simulations,Yes
14757495,br,irssi-colors-solarized,Yes
115652366,striblab,20161204-mnhouse_pomo,Yes
102643803,seattletimes,sharecropper,Yes
117536153,guardian,interactive-atom-magazine-covers,Yes
153657277,baltimore-sun-data,2018-shootings-analysis,Yes
16909057,gawkermedia,soy,Yes
287589003,cbsinteractive,shaka-player,Yes
95442745,TimeMagazine,combine_paths,Yes
149153932,The-Politico,politico-civic-ap-loader,Yes
60818399,datahub,debt-calculator,Yes
203043621,seattletimes,mental-health-regulators-2,Yes
97871069,striblab,mn-elections-api,Yes
115649699,BuzzFeedNews,2017-12-fake-news-top-50,Yes
238956437,baltimore-sun-data,baltimore-police-overtime,Yes
260743152,datadesk,california-topojson-atlas,Yes
97165582,The-Politico,census_pgeoloader,Yes
106830889,guardian,lambdaghini,Yes
42113608,guardian,mobile-n10n,Yes
251117757,datadesk,us-atlas,Yes
85945083,guardian,interactive-atom-french-elex-article-nav,Yes
97131836,bbc,serverless-fb-messenger,Yes
930862,guardian,sbt-war-manifest-plugin,Yes
144828240,guardian,interactive-atom-obama-audio,Yes
120038493,seattletimes,fyiguy-irs-zip,Yes
156726439,npr,RAD-Android,Yes
334549114,reuters-graphics,us-congressional-atlas,Yes
475602796,nytimes,querqy-clj,Yes
49292496,seattletimes,jump,Yes
194754293,datadesk,air-quality-index,Yes
117290889,BostonGlobe,311request,Yes
45488304,bbc,sdp-test,Yes
14121590,nprapps,quotable,Yes
20433296,bbc,newsspec_7727,Yes
36291690,guardian,ge2015-results-interactive,Yes
29476213,bbc,hive-ci,Yes
42180708,bbc,python-json-logger,Yes
62223841,guardian,plutohelperagent,Yes
153588325,bbc,bbc-box-databox-manifests,Yes
19350947,guardian,scribe-common,Yes
382950869,guardian,pa-api-local-proxy,Yes
4370755,guardian,frontend,Yes
6998979,guardian,github-services,Yes
100638307,seattletimes,traffic-violations,Yes
31925417,newsapps,python-tribune-omniture,Yes
58047630,bbc,newslabs-botkit,Yes
316201577,guardian,lost-in-voice,Yes
88173388,nprapps,cardbuilder,Yes
267770886,guardian,old-mdb-map-aus,Yes
44686246,guardian,interactive-paris-attacks,Yes
28636943,gawkermedia,pre-commit,Yes
101296472,guardian,mongo-connector-postgresql-jsonb,Yes
32089520,bbc,bbcat-base,Yes
4229550,datadesk,django-image-generator,Yes
438009187,The-Politico,recoverylab-capstone,Yes
14950948,guardian,grunt-webfontjson,Yes
194080206,bbc,ProgrammesTest,Yes
332452162,bbc,backstage,Yes
170336138,datadesk,deleon-district-election-results-analysis,Yes
346400195,bloomberg,blpdevupd,Yes
108587851,striblab,20171110-beating_the_odds,Yes
54423940,PostDispatchInteractive,alder-person-info,Yes
501324080,bloomberg,kbir_keybart,Yes
118512895,VICEMedia,twit,Yes
3973627,theatlantic,django-curation,Yes
31778685,bbc,iotoy,Yes
188475420,bloomberg,libcalico-go,Yes
65501780,nymag,clay-space-edit,Yes
97500233,bbc,dialogger,Yes
12158018,guardian,gu-tuser-tracker,Yes
54052033,USATODAY,usatoday.github.io,Yes
153698340,guardian,au-macos-1013,Yes
172746151,datadesk,responsive-fullscreen-header-example,Yes
46858278,bbc,newsspec_12791,Yes
344794675,guardian,actions-setup-node,Yes
33009076,guardian,gdn-drudge-checker,Yes
